"Eine sogenannte illegale Zurückweisung ist nur eine Abwehrreaktion eines Staates auf illegales Eindringen in sein Staatsgebiet. Wer illegal eindringt, fliegt auch illegal wieder raus.","Sentiment(polarity=0.0, subjectivity=0.0)"
Dabei ist jeder Pushback ein Erfolg für die Schweiz. Also alles ok Herr Leggeri,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Die Berner Polizisten haben sich bei den Aktivisten auf Geheiss der Stadtregierung entschuldigt und ihnen je eine ÖV Tageskarte ausgehändigt, damit sie nicht schwarz unterwegs sein müssen.","Sentiment(polarity=0.325, subjectivity=0.0)"
"Warum befreien?? Irgendwan haben sie hunger, durst oder müssen auf‘s WC. Keine beachtung geben ist das sinnvollste","Sentiment(polarity=0.0, subjectivity=0.0)"
"ich bin ein Geschwindigkeitsaktivist,Herr Richter...kein Raser.","Sentiment(polarity=0.0, subjectivity=0.0)"
"Warum muss man die befreien,lasst sie doch dort und beachtet sie nicht. Aber man muss ihnen ja unbedingt diese Aufmerksamkeit geben. Somit haben sie das Ziel erreicht 🤷‍♀️","Sentiment(polarity=0.0, subjectivity=0.0)"
"Ich kann verstehen, dass man Zeichen aetzen will. Was ich nicht verstehe ist, warum auf Steuerkosten die Feuerwehr die Arbeit erledigt. Wer sich ankettet, kann sich ja auch wieder entketten. Und Zeit genug ware ja da, um die Personalien aufzunehmen und entsprechende hohe Bussen auszusprechen.","Sentiment(polarity=0.175, subjectivity=0.0)"
"Diese Kosten will ich nicht finanzieren!! Wenn sie sich festkleben oder anbinden oder antakkern ist mir das völlig wurscht. Macht euer Ding , wenn ihr müsst- bloss lasst alle anderen Menschen in Ruhe!","Sentiment(polarity=0.0, subjectivity=0.0)"
Warum beffeien? Lasst die Aktivisten doch angekettet. Schadet ja niemanden.,"Sentiment(polarity=-0.3333333333333333, subjectivity=0.0)"
Ich hätte die Demonstrierenden bis am Montagmorgen angekettet gelassen! -),"Sentiment(polarity=0.0, subjectivity=0.0)"
"Die Demonstranten können ja ebenfalls an der Volkabstimmung teilnehmen, falls sie stimmberechtigt sind! Gewisse Zeitgenossen haben ein eigenartiges Verständnis für Demokratie!","Sentiment(polarity=-0.5, subjectivity=0.0)"
"Diese sogenannten „Aktivisten“ scheinen insbesondere Freitags immer über sehr viel Freizeit zu verfügen. Könnte es eventuell sein, dass diese keiner Erwerbstätigkeit nachgehen?","Sentiment(polarity=0.0, subjectivity=0.5)"
"Wie wärs wenn die Aktivisten die Stassen in der Ukraine blockieren würden? Das wär sinnvoller 1. Krieg ist extrem Klima schädigend (Panzer, Flugzeuge sind keine ElektroFZ). 2.Krieg tötet Menschen und Tiere.","Sentiment(polarity=-0.175, subjectivity=0.0)"
Ich hätte sie dort sitzen lassen,"Sentiment(polarity=0.0, subjectivity=0.0)"
Die Kosten für den Einsatz müsste eigentlich von den Aktivisten bezahlt werden....Aber eben sind wahrscheinlich nicht Zahlungsfähigkeit und leben vom Staat.,"Sentiment(polarity=-1.0, subjectivity=0.0)"
"Jetzt reichts aber bald…..entweder den ganzen einsatz voll verrechnen oder nächstel mal angekettet lassen. Bin gespannt wie lange sie dann dort sind bei wind, regen und nichts zu essen etc","Sentiment(polarity=0.0, subjectivity=0.0)"
"Ob angeleimt oder angekettet, dies haben sie selber und freiwillig getan, also können sie auch selber schauen, wie sie wieder freikommen. Wenn sie dabei Hilfe benötigen, hilft ein ganz starker Ruck und Zerren bestimmt. Das wichtigste sind die Personalien damit die Rechnung für den Einsatz zugestellt werden kann.","Sentiment(polarity=0.2333333333333333, subjectivity=0.0)"
Warum lässt man diese nicht dran.? Am Wochenende mit Regen können diese Personen sich Gedanken machen wo sie lieber wären,"Sentiment(polarity=0.5, subjectivity=0.0)"
Macht mich immer mehr fassungslos. „Ausser Wegweisungen keine Konsequenzen“. Und wenn der Otto normal Bürger das kleinste Vergehen tätigt wird er zur Kasse gebeten und von der Polizei auf die gröbste Art und Weise angegangen.,"Sentiment(polarity=-0.22222222222222224, subjectivity=0.0)"
"@Winu 1 wenn Ottonormal-Schweizer…Moment Mal müsste das nicht Hans-Heiri-Normalschweizer lauten (Otto ist doch eher typisch Deutsch). Also wenn Hans-Heiri-Normalschweizer nicht in Kadavergehorsam alles widerspruchslos hinnehmen würde, sähe es doch da bestimmt auch anders aus.","Sentiment(polarity=-0.425, subjectivity=0.0)"
"Bei jeder Aktion lese ich nur wütende Kommentare und das Unverständnis ist überwiegt bei weitem. Da sollte auch dem hinterletztem Aktivist klar sein, dass diese Aktionen rein garnichts bringen, als das Gegenteil. Die Wut wird mit jeder Aktion grösser und die Umwelt zusätzlich und willentlich belastet. Wieso zum Teufel sorgt Ihr nicht für positive Schlagzeilen indem Ihr ZB am Sonntag 0600 Uhr das Seeufer räumt, oder einer betagten Person mit der Scheere den Rasen schneidet? Etwa weil dies mit Arbeit verbunden ist und faul rumsitzen eher Eurer Lebenseinstellung entspricht?","Sentiment(polarity=0.0, subjectivity=0.0)"
"@WillhelmTell22 So was fordere ich schon lange,damit sie endlich mal etwas sinnvolles tun.Aber eben das ist zu wenig interessant und zudem anstrengend. Die wollen gesehen, fotografiert und gelesen werden. Komische Jugend,macht mir angst","Sentiment(polarity=0.5, subjectivity=0.0)"
"Unsere kunterbunte Traumtanztruppe ist mal wieder ""aktiv"".","Sentiment(polarity=1.0, subjectivity=0.0)"
"solange die nette Simon noch im Amt ist, ändert sich nichts","Sentiment(polarity=1.0, subjectivity=0.0)"
"Ein Feuerwehr- und Polizeieinsatz kostet schnell mal 5'000.00 - bezahlen die Typen in Bar, mit Karte oder Sitzen sie den Betrag auf unsere Kosten im Knast ab . . . ?","Sentiment(polarity=-0.07500000000000001, subjectivity=0.0)"
Und wir arbeitenden bezahlen dann wieder den Einsatz der Feuerwehr,"Sentiment(polarity=-1.0, subjectivity=0.0)"
Es gibt Politische Richtungen die den Grenzschutz und die Landesverteidigung An Frontex und NATO auslagern möchten mit Geld Zahlungen. Neutralität geht anders! Diese Politischen Parteien sind bekannt und werden Politisch bekämpft!,"Sentiment(polarity=0.0, subjectivity=0.0)"
"@Quer4denker Mir wäre es auch lieber wenn wir wieder unsere eigene Grenze selber kontrollieren. Aber die meisten Parteien, allen voran die Linken, wollten ja das Schengener Abkommen. Nun sind es wieder jene welche am meisten rumjammern! Dasselbe mit der Kündigung unserer Neutralität. Jetzt müssen wir wieder unsere Armee aufstocken aber das passt ihnen auch nicht in den Kram.","Sentiment(polarity=0.06000000000000001, subjectivity=0.0)"
der Einsatz wird den Aktivisten hoffentlich verrechnet!,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Alle anketten, Namen, Ausweis verlangen und knallhart und hohe Bussen geben. Dazu Polizeiaufwand verrechnen lassen !","Sentiment(polarity=-0.35, subjectivity=0.0)"
Danke an die Aktivisten. Ich habe soeben für die Erhöhung des Frontex Beitrages gestimmt. Ü,"Sentiment(polarity=0.0, subjectivity=0.0)"
"@PalmaXx Frontex wirds freuen. So kann man wieder den Schleppern etwas Geld bezahlen, und Gummiboote im Mittelmeer ""retten"".","Sentiment(polarity=0.0, subjectivity=0.0)"
Ich nehme an die Kosten des Einsatzes wurden dirket über Krditkarte einakssiert? Oder?,"Sentiment(polarity=0.0, subjectivity=0.0)"
Arbeiten würde diesen Leuten sicher nicht schaden und ist gut auf andere Gedanken zu kommen. Hilft Natur Landschaft und ist gut fürs Klima,"Sentiment(polarity=0.7916666666666667, subjectivity=0.0)"
"Frontex eine private Firma übernimmt für horrendes Steuer-Geld Aufgaben, die eigentlich durch die Staaten selbst übernommen werden sollten! Demnächt wird noch die Polizei privatisiert……","Sentiment(polarity=0.0, subjectivity=0.0)"
@MarkusHa. Privatfirma? Lies Dich schlau…,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Mir wäre es lieber sie sitzen statt vor dem Gitter, dahinter.","Sentiment(polarity=0.0, subjectivity=0.0)"
also ich hätte keine zeit. ich muss nämlich arbeiten um mein leben zu finanzieren,"Sentiment(polarity=0.0, subjectivity=0.0)"
Warum nimmt man nicht endlich von jedem die Daten auf und schickt ihnen jedesmal die Rechnung für diese teuren Einsätze???,"Sentiment(polarity=0.0, subjectivity=0.0)"
1.Frage sind die zu feige ihr Gesicht zu zeigen oder warum tragen die Masken? 2.Frage was haben die gegen die wertvolle Arbeit von Frontex? 3.Frage wie wärs mit 1 Woche Ersatzhaft für die entstandenen Einsatz-Kosten von unbewilligten Demos? finanziell zu holen ist bei denen ja nichts. Unsere Kuscheljustiz braucht dringend eine Gesetzesreform,"Sentiment(polarity=0.06000000000000001, subjectivity=0.0)"
"Bin auch für Umweltschutz. Frage mich aber, ob die Aktivisten alle OHNE Mobilephone leben, aus Sorge zur Umwelt. Die Seltenen Erden müssen ja mit viel Umweltzerstörung gewonnen werden. Sie sollten sofort ihre Natels abgeben","Sentiment(polarity=0.125, subjectivity=0.125)"
@Jeroma Wie sollen sie denn ohne Natel kommunizieren. Rauchzeichen verschmutzen die Umwelt auch,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Die ganzen ""Aktivisten"" aktuell gehen mit dermassen auf den Kecks! Sucht euch ein Hobby!","Sentiment(polarity=0.0, subjectivity=0.0)"
"und, bekommen sie einen orden oder knast?","Sentiment(polarity=0.0, subjectivity=0.0)"
"Mich würde bei jedem einzelnen Aktivist gerne mal interessieren, ob diese berufstätig sind, also nur um abschätzen zu können, ob sie überhaupt einen Beitrag zum Allgemeinwohl leisten. Oder ob sie nur destruktiv die anderen am Leben hindern.","Sentiment(polarity=-0.175, subjectivity=0.2)"
"Die Stadtberner Reitschule hatte Ausgang, ist ja nun auch etwas wärmer Abends. Gerüchten zu Folge sei jedoch der wirkliche Grund der Demo die Beschlagnahme ihres Import-Drogenhanfs am Zoll gewesen. Noch Fragen..?","Sentiment(polarity=0.3333333333333333, subjectivity=0.0)"
"ich hätte da noch ein vorschlag. mit dem auto so nah ranfahren, dass der auspuff vom auto oder lastwagen grad direkt auf kopfhöhe steht und dann mal einfach laufen lassen. da ist mir auch das benzin dafür wert dass ich das auto stehend laufen lasse","Sentiment(polarity=0.26666666666666666, subjectivity=0.0)"
@Menorca und die Busse hoffentlich auch. 👍🏼,"Sentiment(polarity=0.0, subjectivity=0.0)"
alle kosten plus eine extra betrag soll man denen in rechnungstellen. bei zahlungsunfähigkeit knast,"Sentiment(polarity=0.0, subjectivity=0.0)"
von mir gab es ein nein organspende ja filmgesetz nein,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Was die EU will,, ist, viel mehr Geld von der Schweiz, für Etwas, das gar nie Funktionieren darf.","Sentiment(polarity=0.0, subjectivity=0.9)"
"Wenn Erneuerungen von der EU kommen, dann blinken bei mir immer alle Lämpchen Rot. Aber da, haben sogar ein paar ""geklöpft"". Schengen-Dublin hat noch nie Funktioniert. Dann kann auch Frontex nie funktionieren. Der oberste Chef, hat sich doch schon Verabschiedet. Wirkt nicht Vertrauenswürdig.","Sentiment(polarity=-0.08333333333333333, subjectivity=0.0)"
"Mag ja sein das bei Frontex nicht alles glänzt. Aber wie wäre es wohl ohne Frontex ? Gedankenspiel ... (es kommen ja, zumindest laut linker Logik, sicher nur echte Schutzsuchenden, die auch dafür dankbar sind und sich hier anpassen)","Sentiment(polarity=0.5, subjectivity=0.0)"
@Oliver9000 ohne wäre es genau wie jetzt. Jeder kommt rein,"Sentiment(polarity=0.5, subjectivity=0.0)"
"@Oliver9000  Ich würde mal sagen, es sollen alle kommen die kommen wollen. Und in 10 Jahren schauen wir dann einmal woran wir sind. Das wird sehr lustig. Ein Versuch wäre es wert.","Sentiment(polarity=0.25, subjectivity=0.0)"
das ewige gejammere der linken ist schon grund zum ja stimmen,"Sentiment(polarity=-0.7, subjectivity=0.0)"
"In der Umfrage fehlt ""Ich stimme Nein, weil das der Ausweg aus SchengenDublin ist und uns wieder mehr Unabhängigkeit und Selbstbestimmung gibt!""","Sentiment(polarity=0.0, subjectivity=1.0)"
@kenny474  Genau darum habe ich ein NEIN eingelegt.,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Ein klares JA, habe schon abgestimmt. Da ist mir grün und rot so ziemlich egal.","Sentiment(polarity=0.0, subjectivity=0.0)"
Ich bin klar dafür.,"Sentiment(polarity=1.0, subjectivity=0.0)"
"Warum gibt es eigentlich SP und Grüne? Die erzählen doch immer das Gleiche und die realitätsfernen Politiker von denen, lassen sich kaum unterscheiden.","Sentiment(polarity=0.0, subjectivity=0.5)"
@Honophrius PolitkerInnen bitte,"Sentiment(polarity=1.0, subjectivity=0.0)"
"Verstehe nicht wie man gegen die Front-ex Vorlage sein kann. Sollen die Gutmenschen auch ihre Fahrräder und Haustüren nicht mehr abschliessen (schützen), mal schauen was dann passiert....","Sentiment(polarity=0.13124999999999998, subjectivity=0.0)"
"Der nahme Front-ex sagt schon alles. Es geht nur darum mehr Handlungsspielraum zu haben, jedoch nicht zu Gunsten der Betroffenen.","Sentiment(polarity=0.0, subjectivity=0.5)"
@Erklärer danke für die Erklärung,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Grenzenlose Solidarität? Das ist ja Wahnsinn, die spinnen irgendwo durch.","Sentiment(polarity=0.0, subjectivity=0.0)"
"Wer Ordnung will in Europa, stimmt Ja.","Sentiment(polarity=0.0, subjectivity=0.0)"
"Wenn die Grünen und die SP dagegen sind, ist es gut.","Sentiment(polarity=1.0, subjectivity=0.0)"
@Honophrius Die SP und die Grünen interessieren mich nicht.,"Sentiment(polarity=1.0, subjectivity=0.0)"
@Honophrius was genau ist dann gut?,"Sentiment(polarity=1.0, subjectivity=0.0)"
@Honophrius Genau! Hauptsache keine eigene Meinung! „Kopfschüttel“,"Sentiment(polarity=0.0, subjectivity=0.0)"
"Kommen dann gar keine mehr, wenn wir diese Millionen bezahlen? Ich lege noch mein Taschengeld drauf!","Sentiment(polarity=-0.16666666666666666, subjectivity=0.3)"
Ich stimme ja.,"Sentiment(polarity=0.0, subjectivity=0.0)"
„Grenzenlose Bewegungsfreiheit für alle“… da freuen sich Drogenhändler schon und sagen Danke.,"Sentiment(polarity=1.0, subjectivity=0.0)"
@Hazel 20 unsere Sozialindustrie würde sich auch freuen. Die Linke würde ihrer Wählerschaft den Job sichern.,"Sentiment(polarity=0.85, subjectivity=0.0)"
@Jean110 du hast es erfasst!!!,"Sentiment(polarity=0.0, subjectivity=0.0)"
Grenzsicherung kommt günstiger wie Jahrelange Sozialgelder WG und KK darum ein klares Ja. zudem auch andere Länder haben Strenge Grenzen und nicht alle dürfen bleiben z.b Australien Fackelt nicht lange.,"Sentiment(polarity=0.425, subjectivity=0.0)"
"@Hardliner Und wir sind auch eine Insel, aber ohne Wasser rundherum.","Sentiment(polarity=0.0, subjectivity=0.0)"
Klares Ja. Da gibts nichts zu diskutieren.,"Sentiment(polarity=0.5, subjectivity=0.0)"
"@Kindamusic Klar, mein „ Ja“ habe ich gestern abgeschickt.","Sentiment(polarity=1.0, subjectivity=0.0)"
"Frontex ist ein Fass ohne Boden. Das meiste ist Alibiübung und kann gut den EU Bürger verkauft werden. Ich kenne welche die Dienst bei Frontex machen, schlimm was die erzählen was dort abgeht.","Sentiment(polarity=0.0, subjectivity=0.0)"
Erhöhung auf 61 Mio? Ich würde beliebt machen den Beitrag auf 200 Mio zu erhöhen. Das Boot ist Voll!,"Sentiment(polarity=0.2333333333333333, subjectivity=0.0)"
@Urteilsvollstrecker Das Geld ist für die Sozialhilfe Kasse definitiv besser angelegt! Es lebe die UN Flüchtlingskonvention!,"Sentiment(polarity=0.0, subjectivity=0.0)"
@Urteilsvollstrecker Hat schon Faber gesagt,"Sentiment(polarity=0.0, subjectivity=0.0)"
Ich stimme gegen diese Killertruppe.,"Sentiment(polarity=0.0, subjectivity=0.0)"
@Tosio Welche Killergruppe meinst du genau? Die Aufgabe der Frontex ist eben Schutz von europäischen Grenzen vor u.a. diversen Killergruppen.,"Sentiment(polarity=0.0, subjectivity=0.0)"
